symbol,created_at,body,followers,sentiment,raw_compound,compound_bin,sentiment_number,modified_rating,modified?
INTC,2021-02-24T10:41:42Z,$ES_F $QQQ $UVXY $TWTR $INTC ..According to Goldman&#39;s Prime Brokerga in the US we’ve seen the “largest $ net selling since Jan 27th (-2.0 standard deviations) driven by short sales in Macro Products...Macro Products have been net sold in 9 of the past 10 trading days... ETF shorts have increased +9% week/week (+25% YTD) and now make up 21.4% of the non-Index US short book  the highest level on our record going back to 2012.”,4272,None,0.2732,1.0,0.0,0,No
INTC,2021-02-24T07:23:37Z,$SNAP $PINS $INTC I find it interesting when people see Asia down  then Europe  and they say &quot;World Marker is crashing&quot; Asia is mostly Emerging market  and Europe is a different Economy. 😂😂😂,5,Bullish,0.4019,1.0,1.0,0,No
INTC,2021-02-24T03:39:20Z,$INTC So what are they gonna do with chip factories?  Daniel Loeb wants them sold   new CEO says not so fast.  Biggest decision yet..Sell them to who?  Thats the problem.  And an entire cultural change.  I&#39;m long.,6,None,-0.4696,-1.0,0.0,0,No
INTC,2021-02-24T03:16:32Z,$INTC  Trading is easy with Buy and Short signals in real time.,164,None,0.4404,1.0,0.0,0,No
INTC,2021-02-24T00:55:17Z,$INTC where’s that stupid bear now. ..Hibernating?,6,Bullish,-0.5267,-1.0,1.0,0,No
NVDA,2021-03-05T21:07:48Z,$NVDA just picked up some 540 calls for next week. Let’s see what happens?,2,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T21:00:20Z,$NVDA feels weak still. no real money flowing into this name. will look for Monday exit,22,None,-0.6249,-1.0,0.0,0,No
NVDA,2021-03-05T20:57:56Z,$AAPL $AMZN $BABA $NVDA $SPY .💚 Happy Green Friday All  🥳,4738,Bullish,0.5719,1.0,1.0,0,No
NVDA,2021-03-05T20:57:50Z,$NVDA Well  beats the last few days anyway.,1,Bullish,0.2732,1.0,1.0,0,No
NVDA,2021-03-05T20:56:29Z,$AMZN $NVDA I don’t think you’ll have a chance to buy it under $3000 again. Nor under $500 for NVDA again,2038,None,0.25,1.0,0.0,0,No
NVDA,2021-03-05T20:52:11Z,$NVDA let the rebound and rebuild BEGIN!,4,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T20:48:21Z,$NVDA Snagged a couple of shares today. Good price.,0,None,0.6249,1.0,0.0,0,No
NVDA,2021-03-05T20:47:29Z,$NVDA go over $500!,9,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T20:46:35Z,$AMD $NVDA not that impressed compared to its peers,69,None,-0.3724,-1.0,0.0,0,No
NVDA,2021-03-05T20:41:59Z,$NVDA Easy add under $500.,14,None,0.4404,1.0,0.0,0,No
NVDA,2021-03-05T20:41:29Z,$NVDA Once we past 500  we&#39;re never going down to that again!!!.  Let go NVDA   This week  we were down 100 pts since the ER  now we need to go  100 above the ER next week.   It&#39;s only fair!!!,4,Bullish,0.5374,1.0,1.0,0,No
NVDA,2021-03-05T20:25:22Z,$NVDA ,3,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T20:24:10Z,$NVDA Close above 500 would be great! Pull in those shorts,0,None,0.6588,1.0,0.0,0,No
NVDA,2021-03-05T20:18:34Z,$AMD  $NVDA  $QCOM  .The market reverse. We will expect in next week big bull run.,0,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T20:15:28Z,$NVDA this is a fire sale🔥🔥$$$ buying more.This company is a beast!!!!,2,Bullish,-0.5526,-1.0,1.0,0,No
NVDA,2021-03-05T20:02:55Z,Called the bottom today on SPY 373. Max gain from bottom on $NIO was 157%. Nuts...$TSLA $NVDA $MARA $SPY,16138,None,0.5267,1.0,0.0,0,No
NVDA,2021-03-05T20:01:51Z,$NVDA Cramer sent a BUY alert for action alerts plus members.,3,Bullish,0.296,1.0,1.0,0,No
NVDA,2021-03-05T20:00:02Z,$NVDA 505+ eod,7,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T19:59:53Z,$NVDA $AMD compared to other semi&#39;s  these two are held down for some strange reason.,52,None,-0.2023,-1.0,0.0,0,No
NVDA,2021-03-05T19:54:15Z,$AMZN $AAPL $NFLX $TSLA $NVDA  .Stimulus bill to pass over the weekend  looks like.guessing markets up huge on monday.$1400 checks will start going out immediately after the bill is passed guessing ppl will be buying apple products and shopping on amazon,50,None,0.4588,1.0,0.0,0,No
NVDA,2021-03-05T19:46:49Z,$TSLA $PYPL $NVDA $OPEN $Z These are all absolutely legit companies that are not going anywhere. Hold on to them.,0,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-05T02:05:08Z,$NVDA cheap   buy more,1,None,0.0,0.0,0.0,0,No
NVDA,2021-03-05T01:57:34Z,$SPY $NVDA $TSLA,1273,None,0.0,0.0,0.0,0,No
NVDA,2021-03-05T01:44:26Z,$NVDA These drops are setting up so unbelievable buying opportunities. If this got to $400 it would like be south of 25x 22 earnings and 30x 21 earnings. Considering it’s rev growth that would be stupid cheap,282,Bullish,0.7123,1.0,1.0,0,No
NVDA,2021-03-05T01:41:17Z,$NVDA remember that when you mfs sell because of the pain the market will rip. So don’t sell :),0,Bullish,-0.0094,0.0,1.0,0,No
NVDA,2021-03-05T01:32:16Z,$NVDA $NIO $PLTR $TSLA Can’t say I didn’t warn you:,1,None,-0.1027,-1.0,0.0,0,No
NVDA,2021-03-05T01:30:11Z,$NVDA finally some insider buying lol.,56,Bullish,0.4215,1.0,1.0,0,No
NVDA,2021-03-05T01:14:13Z,$NVDA okay I&#39;ll give you my time for 1 minute. They&#39;re expected to do 22B revenue next year. That&#39;s a 14 Price/Sales ratio. This is HORRIFICALLY OVERVALUED. With rising rates  their growth will slow significantly. They can&#39;t grow into a 300B market cap. At best  this should be cut in half from here. I called this a strong sell at 580 but downside is all the way down to 400. EV/Sales for Exxon is like 1. For NVDA it&#39;s 14. You don&#39;t pay up for growth when a dollar today  is more valuable than a dollar a few years from now...Strong Sell PT 400,14659,Bearish,0.9014,1.0,-1.0,0,No
NVDA,2021-03-05T01:11:30Z,$CODX $AGRX $AMD $NVDA $SHOP omfg bond yields are up! I&#39;m going to move all my money from high ROI stocks to 1.5% yield bonds....institutions laughing all the way to the bank from herd plebe mentality...lol,11,None,0.5411,1.0,0.0,0,No
NVDA,2021-03-05T01:07:36Z,$NVDA $TSLA $AAPL short sellers right now. Time to stay on the sidelines for a couple of days and wait for reversal. 6 months from now  we&#39;ll look back at these prices and be thankful,67,None,0.5719,1.0,0.0,0,No
NVDA,2021-03-05T01:05:28Z,$NVDA @upcnichol culling of the herd has begun. Don&#39;t be blinded by greed.,14659,Bearish,-0.4019,-1.0,-1.0,0,No
NVDA,2021-03-04T14:31:30Z,$NVDA finally some movement 😂,3,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-04T14:17:06Z,$NVDA SOMEBODY CALL MAXINE! max corruption in nvda stock down 25%+ after 1 year of basing at 550. look at the p/c ratio some whales bought shit ton of puts last month before the crash.. for 440 strike k buddy,3,None,-0.6588,-1.0,0.0,0,No
NVDA,2021-03-04T14:05:03Z,$NVDA market going down based on rising 10 yr yield  we can buy all we want sadly it won’t cause the market to go up.,2,Bullish,-0.3612,-1.0,1.0,0,No
NVDA,2021-03-04T13:57:02Z,$AMD $NVDA $AMAT Chips will lead us out of this lull. Too much demand is a good &quot;problem&quot; to have. Targets are easy to meet. And capacity can be grown.,51,Bullish,0.6486,1.0,1.0,0,No
NVDA,2021-03-04T13:53:59Z,$NVDA this will bounce in the next three days. Maybe today.,2,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-04T13:53:49Z,$NVDA I give up. Lol,65,None,0.4215,1.0,0.0,0,No
NVDA,2021-03-04T13:47:41Z,$NVDA great opportunity!!!,0,Bullish,0.8306,1.0,1.0,0,No
NVDA,2021-03-04T13:41:55Z,$NVDA WSB gang is coming for NVDA 2 DA MOON 🎑 👌🚀🚀🚀,5,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-04T13:23:59Z,$NVDA This has basically been trading between 500 and 560 for 6 months. Is this the floor now or does this just continue down until the PE is 10?,3,None,0.0,0.0,0.0,0,No
NVDA,2021-03-04T13:10:33Z,$NVDA another rough day ahead I&#39;m afraid.  Let&#39;s lose some money!,18,None,-0.4574,-1.0,0.0,0,No
NVDA,2021-03-04T13:09:36Z,$NVDA Move Jay Powell!,9,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-04T13:09:05Z,$NVDA Jen Hsun Huang sold 44 325 shares [Average Conviction] www.insider-analysis.com/search_transactions.php?ticker=TABLE_NVDA,1798,None,0.296,1.0,0.0,0,No
NVDA,2021-03-04T13:01:35Z,$AVGO  If follow the same reaction of $NVDA (strong ER and guidance)   will drop to 420 if strong ER and guidance  or .will drop to 400 if weak ER and guidance..ER does not matter now .($ZM  $TGT  NVDA dropped big after strong ER and guidance)..Sector rotation from Tech to non-tech..Hope I&#39;m wrong.,49,Bearish,-0.3968,-1.0,-1.0,0,No
NVDA,2021-03-04T12:55:32Z,$NVDA the 50 day MA will be a magnet in the next few sessions,2,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-04T12:23:43Z,$NVDA back to $400,11,Bearish,0.0,0.0,-1.0,0,No
NVDA,2021-03-04T12:21:49Z,$NVDA analysts with 700 PT must be so proud of their pump&amp;dumpjob to ATH a few days ago.,116,None,0.6113,1.0,0.0,0,No
NVDA,2021-03-04T11:32:56Z,$NVDA glad i dumped position yesterday for loss no regrets. Nothing wrong with company its just market. Now i am bag holding $NFLX,11,None,-0.4847,-1.0,0.0,0,No
NVDA,2021-03-04T11:23:05Z,$NVDA ... I would buy more shares... if I had any more money to invest 😭,0,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-04T11:20:22Z,$NVDA PT&#39;s : 490  471  406 Trying to find a bottom so I can pick up 500 shares.,135,Bearish,0.296,1.0,-1.0,0,No
NVDA,2021-03-04T11:17:37Z,$NVDA  I would take the loss. 3/19 is really close for this to shoot up till 600.,12,None,-0.5719,-1.0,0.0,0,No
NVDA,2021-03-03T18:11:37Z,$NVDA KEEPS GOING LOWER AND LOWER.CLOSE UNDER 500.00 ?,0,None,-0.4466,-1.0,0.0,0,No
NVDA,2021-03-03T18:10:29Z,$AMD This is just so undervalued moving forward its not even fkin funny. ..They are essentially both $INTC and $NVDA combined. ..Their GPUs and CPUs are outmatching both companies for the first time in TWENTY YEARS. ..This train is just getting started.,5,Bullish,-0.3412,-1.0,1.0,0,No
NVDA,2021-03-03T18:08:30Z,$NVDA If you still haven&#39;t figured out  it is game over for NASDAQ and sky high PE ratios and tech valuations.... Bitcoin fixes this!👍,7,Bearish,0.0,0.0,-1.0,0,No
NVDA,2021-03-03T18:04:42Z,$AMD $NVDA So there is a chip shortage yet semis are down huge from their highs. Wtf is going on here....,20,None,-0.5423,-1.0,0.0,0,No
NVDA,2021-03-03T17:59:26Z,I&#39;d hate to see $NVDA have a bad earnings report  shit.,0,Bullish,-0.8957,-1.0,1.0,0,No
NVDA,2021-03-03T17:58:54Z,$NVDA unfortunately what wall st does not realize in this sector rotation is that an entire new generation of tech stock investors will be wiped out. The goose that lays the golden eggs and provides the funds for fueling the trading surge will have no funds. Way to go!,8,None,-0.5983,-1.0,0.0,0,No
NVDA,2021-03-03T17:58:29Z,$NVDA I got in today. i think it is good deal today.,20,Bullish,0.4404,1.0,1.0,0,No
NVDA,2021-03-03T17:58:18Z,$NVDA I&#39;m in let&#39;s see how this goes 🚀🚀🚀,5,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-03T17:54:40Z,$NVDA April 510 calls 3k volume,52,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-03T17:52:36Z,$NVDA people are going to use their stimulus checks to buy stocks like NVDA. buy low sell high. Don&#39;t be fearful here. Be greedy.,3,Bullish,-0.6249,-1.0,1.0,0,No
NVDA,2021-03-03T17:51:08Z,$NVDA easy hold this will go back over 600,48,Bullish,0.4404,1.0,1.0,0,No
NVDA,2021-03-03T17:50:25Z,$NVDA sector rotation from growth $NVDA to value $PFE $MFC,152,None,0.6124,1.0,0.0,0,No
NVDA,2021-03-03T17:49:09Z,$NVDA What got cheap shares at around 520?,5922,Bullish,0.296,1.0,1.0,0,No
NVDA,2021-03-03T17:47:36Z,$NVDA - total horse shit....manipulation at its finest- ARM deal will go through and NVDA will be unstoppable!!!!,5,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-03T17:47:25Z,$NVDA my booty is taking a pounding. As a prudent trader I will continue to take the beating because I know rain don’t last forever.,56,Bullish,-0.4588,-1.0,1.0,0,No
NVDA,2021-03-03T17:45:57Z,$NVDA in for only 10 shares.,2,None,0.296,1.0,0.0,0,No
NVDA,2021-03-03T17:40:31Z,$NVDA SPLIT THE STOCK ALREADY,82,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-03T17:40:28Z,$NVDA waiting to buy this dip!!,1995,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-03T17:38:36Z,$NVDA lol just go to zero Fu it.,8,Bullish,-0.4404,-1.0,1.0,0,No
NVDA,2021-03-03T17:36:44Z,$NVDA Looks like a double bottom. Should start heading up.,28,Bullish,0.3612,1.0,1.0,0,No
NVDA,2021-03-03T17:35:07Z,$NVDA Bagholding NVDA at 550 I guess isn’t the end of the world.,2,None,0.0,0.0,0.0,0,No
NVDA,2021-03-03T17:31:55Z,$AMD how fast until the new card sells out? Expecting a news release within the month? Opinions  make money money!!!!!! Get your shares while u still can at again 3 month low discount prices. Stimulus coming soon these stocks hitting bottom are going to rocket back up in next couple weeks so now is the time to buy when everybody is shorting and giving there shares away!!!! $NVDA $INTC $TSM $CRM all very necessary for the advancement of our new green  work from home  future! Profit margins because of supply and demand are going to go sky high on chips.,4,Bullish,0.8238,1.0,1.0,0,No
NVDA,2021-03-03T17:28:52Z,$NVDA another bad day there&#39;s no light at the end yet. Has to go up at least 50 bucks to recover.🤦,8,Bullish,-0.6908,-1.0,1.0,0,No
NVDA,2021-03-03T17:28:38Z,$NVDA Called it yesterday🙂👍,7,Bearish,0.0,0.0,-1.0,0,No
NVDA,2021-03-02T21:49:44Z,$CRSR Once potential catalyst for Corsair that I haven&#39;t heard much about here is Cryptocurrency. I know it sounds crazy but Corsair makes a lot of the cooling equipment and PSUs(to a lesser degree) that are used for crypto miners and in homemade crypto mining rigs. ..Not to mention that $AMD and $NVDA have/will recently release some groundbreaking CPUs/GPUs which makes it more likely for gamers to upgrade their gaming rigs(likely also upgrading their power supplies  case  and liquid cooling all of which Corsair has a significant/dominant market share in). Other consumers will likely buy new rigs all together which Corsair also benefits from as they sell pre-built gaming PCs...Throw in Elgato(their streaming accessories subsidiary) as well as SCUF(a subsidiary that makes custom premium controllers for gaming consoles) and you have a company that is literally guaranteed to grow.,22,Bullish,0.7992,1.0,1.0,0,No
NVDA,2021-03-02T21:45:51Z,$NVDA this company is down 17 bucks today is this company trash dropping 17 on no news. I&#39;m glad I&#39;m out of this garbage. Good luck to everyone here!,8,Bullish,0.7901,1.0,1.0,0,No
NVDA,2021-03-02T21:35:54Z,$NVDA market doesn&#39;t like thjs one it seems. Future of the company looking bright  but not the share price. Will take profits from long shares tomorrow  gotta look for something else.,6,None,0.7916,1.0,0.0,0,No
NVDA,2021-03-02T21:30:26Z,@Impatienttinatti Sorry  I hit send before I finished. I like $FSR too for that reason. All my other pharma stocks  not to mention  tech... $NVDA 🔪🔪🔪🩸🩸😛.Reacted so sharply. But I think people saw little movement as a loading period. I have confidence of their innovations and their ceo was impressive. .NOW I CAN HIT SEND!,1,Bullish,0.8439,1.0,1.0,0,No
NVDA,2021-03-02T21:29:38Z,$NVDA what a beating ...my May calls are suffering but still bullish. It will bounce hard shortly,5,Bullish,-0.5647,-1.0,1.0,0,No
NVDA,2021-03-02T21:26:13Z,$NVDA wait until its down between 500 and 515 and then the slow ride up begins again its like groundhog day.,1,None,0.3612,1.0,0.0,0,No
NVDA,2021-03-02T21:21:25Z,$NVDA let’s go $614.00,31,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-02T21:18:21Z,$NVDA do people realize how central this company is in the EV market that is going to continue exploding over the next 15 years?,8,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-02T21:17:12Z,$NVDA shit corp. give up all gains for months. Can Never Recover,18,Bearish,-0.296,-1.0,-1.0,0,No
NVDA,2021-03-02T21:14:33Z,Thats a 30% bleed on my profile despite the calculated risk optimization. .I am guessing its the fear and greed index that lead to this market exhaustion. The month March also historically very uncertain for the last 3 years. .Have to do more DD tonight and find out. .It will be very difficult to predict the market without additional news catalysts. .Keep watching. Hopefully we can find some meaningful statistics. .$NVDA $ZM $TSLA $MARA RIOT IDEX .My current speculation for tomorrow is moderately bullish.,65,Bullish,-0.8626,-1.0,1.0,0,No
NVDA,2021-03-02T21:08:44Z,$NVDA Out of the 390 other times $NVDA was down 3.2% during a trading day  55% of the time it traded higher by the following day’s market close. Find the stocks most likely to go up right now - Get early access at www.wallstreetodds.com,1354,None,0.0,0.0,0.0,0,No
NVDA,2021-03-02T21:04:28Z,$NVDA if 3% moves scare you then you’re probably the type of person that drives alone in your car with the windows up and a face mask on.,56,Bullish,-0.6369,-1.0,1.0,0,No
NVDA,2021-03-02T21:04:15Z,$NVDA looks like good buy time,13,Bullish,0.6597,1.0,1.0,0,No
NVDA,2021-03-02T21:04:13Z,$FUBO if I see $ZM $NVDA  $CRM  dropping like rocks after delivering good numbers I don&#39;t think this will skyrocket after earnings. Take your profits and wait for the dip. No position !,28,None,0.75,1.0,0.0,0,No
NVDA,2021-03-02T21:01:20Z,$NVDA 24 dollar drop,22,None,-0.2732,-1.0,0.0,0,No
NVDA,2021-03-02T21:00:41Z,$NVDA what a bad day for this company that&#39;s just to bad.....,8,Bullish,-0.5423,-1.0,1.0,0,No
NVDA,2021-03-02T21:00:07Z,$NVDA Huge Trade - $217 288 500.405 200 shares at $536.25,862,None,0.5423,1.0,0.0,0,No
NVDA,2021-03-02T21:00:06Z,$NVDA this is a very difficult stock to trade long or short with options.  Take profits when you have them.,18,None,0.0276,0.0,0.0,0,No
NVDA,2021-03-02T02:28:30Z,$RKT what is fair Share price  of a company that made 12b free cash profits last year bought 2 super bowl ads paying $1.11 dividend?? IBM made 6b and is at 90b market cap.. $NVDA made 7b and valued at 350b market cap.. you add them together make one company and you’ll have the same profits of $rkt.. that’s 450b market cap.. but $RKT at 45b market cap.. this is why Gilbert paying the dividend so he can buy $2b worth of his shares and buy the float out to make it reflect the $250 SP like it should... just buy and hold $250 is coming..,25,Bullish,0.9549,1.0,1.0,0,No
NVDA,2021-03-02T02:22:26Z,$NVDA I’m all in for the next few years.  Where are the free drinks?,2,Bullish,0.5106,1.0,1.0,0,No
NVDA,2021-03-02T02:07:51Z,$NIO cash flow positive already..it took another car company a decade - using government credits - to achieve that. and still Nio is trading at more than 50% discount to that name..this will be at $100 F12M..$NVDA $SPY $QQQ,60,Bullish,0.7269,1.0,1.0,0,No
NVDA,2021-03-02T01:47:58Z,$NVDA ..Buy one,250,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-02T01:44:46Z,$NVDA,7,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-02T01:28:51Z,$FDX I am a believer in the momentum of this. It’s not quite as volatile as $NVDA but Wow this is a beast when it runs.. no doubt.,36,Bullish,0.0387,0.0,1.0,0,No
NVDA,2021-03-02T01:28:38Z,$NVDA weekly RSI :,1896,Bullish,0.0,0.0,1.0,0,No
NVDA,2021-03-02T01:19:49Z,$NVDA Finally  It will go up to 600 by end of market tomorrow.  Let it written  so it let be done.,4,None,0.0,0.0,0.0,0,No
NVDA,2021-03-02T00:38:43Z,$NVDA is it going to be grind to get back up to $600???,2,Bullish,0.0,0.0,1.0,0,No
